1;1;3
2;1;3
3;1;3
4;1;2
5;1;2
6;1;2
7;1;1
8;1;1
9;1;1
10;1;0
11;1;0
12;1;0
1;2;3
2;2;3
3;2;3
4;2;2
5;2;2
6;2;2
7;2;1
8;2;1
9;2;1
10;2;0
11;2;0
12;2;0
1;3;3
2;3;3
3;3;3
4;3;2
5;3;2
6;3;2
7;3;1
8;3;1
9;3;1
10;3;0
11;3;0
12;3;0
50;21;3
51;21;3
52;21;3
53;21;2
54;21;2
55;21;2
56;21;1
57;21;1
58;21;1
59;21;0
60;21;0
61;21;0
62;21;3
50;22;3
51;22;3
52;22;3
53;22;2
54;22;2
55;22;2
56;22;1
57;22;1
58;22;1
59;22;0
60;22;0
61;22;0
62;22;3
50;23;3
51;23;3
52;23;3
53;23;2
54;23;2
55;23;2
56;23;1
57;23;1
58;23;1
59;23;0
60;23;0
61;23;0
62;23;3
50;40;3
51;40;3
52;40;3
53;40;2
54;40;2
55;40;2
56;40;1
57;40;1
58;40;1
59;40;0
60;40;0
61;40;0
62;40;3
1;40;3
2;40;3
3;40;3
4;40;2
5;40;2
6;40;2
7;40;1
8;40;1
9;40;1
10;40;0
11;40;0
12;40;0
13;40;3
1;57;3
2;57;3
3;57;3
4;57;2
5;57;2
6;57;2
7;57;1
8;57;1
9;57;1
10;57;0
11;57;0
12;57;0
1;58;3
2;58;3
3;58;3
4;58;2
5;58;2
6;58;2
7;58;1
8;58;1
9;58;1
10;58;0
11;58;0
12;58;0
1;59;3
2;59;3
3;59;3
4;59;2
5;59;2
6;59;2
7;59;1
8;59;1
9;59;1
10;59;0
11;59;0
12;59;0
50;64;3
51;64;3
52;64;3
53;64;2
54;64;2
55;64;2
56;64;1
57;64;1
58;64;1
59;64;0
60;64;0
61;64;0
62;64;3
50;65;3
51;65;3
52;65;3
53;65;2
54;65;2
55;65;2
56;65;1
57;65;1
58;65;1
59;65;0
60;65;0
61;65;0
62;65;3
50;66;3
51;66;3
52;66;3
53;66;2
54;66;2
55;66;2
56;66;1
57;66;1
58;66;1
59;66;0
60;66;0
61;66;0
62;66;3
50;76;3
51;76;3
52;76;3
53;76;2
54;76;2
55;76;2
56;76;1
57;76;1
58;76;1
59;76;0
60;76;0
61;76;0
62;76;3
1;76;3
2;76;3
3;76;3
4;76;2
5;76;2
6;76;2
7;76;1
8;76;1
9;76;1
10;76;0
11;76;0
12;76;0
13;76;3
50;77;3
51;77;3
52;77;3
53;77;2
54;77;2
55;77;2
56;77;1
57;77;1
58;77;1
59;77;0
60;77;0
61;77;0
62;77;3
1;77;3
2;77;3
3;77;3
4;77;2
5;77;2
6;77;2
7;77;1
8;77;1
9;77;1
10;77;0
11;77;0
12;77;0
13;77;3
\.

